"name","type","breed","color","sex","size","date_of_birth","impound_number","kennel_number","id","intake_date","outcome_date","days_in_shelter","intake_type","intake_subtype","outcome_type","outcome_subtype","intake_condition","outcome_condition","intake_jurisdiction","outcome_jurisdiction","zip_code","location","intake_total"
,"CAT","DOMESTIC SH","BRN TABBY/WHITE","Male","KITTN","2021-11-09T00:00:00.000","K21-040265","CA03","A408167","2021-12-09T00:00:00.000","2021-12-11T00:00:00.000","2","STRAY","PHONE","TRANSFER","PETLUMA PP","UNKNOWN","TREATABLE/MANAGEABLE","SANTA ROSA","*PETALUMA","94952","
,  94952
(38.23262, -122.64426)","1"
,"OTHER","CHICKEN","WHITE/BLACK","Male","SMALL","2013-05-29T00:00:00.000","K14-009044","LS01","A307359","2014-05-29T00:00:00.000","2014-06-10T00:00:00.000","12","STRAY","FIELD","TRANSFER","WESTFARM","HEALTHY","HEALTHY","COUNTY",,,,"1"
"ODIE","DOG","DACHSHUND","BLACK/BROWN","Neutered","SMALL","2016-02-23T00:00:00.000","K17-022621","DS94","A348652","2017-02-23T00:00:00.000","2017-03-02T00:00:00.000","7","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"MIMI","DOG","PIT BULL/MIX","TAN/WHITE","Female","MED","2020-01-01T00:00:00.000","K20-037232","DS69","A401241","2020-11-03T00:00:00.000","2020-11-10T00:00:00.000","7","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_CALL","HEALTHY","HEALTHY","COUNTY","*HEALDSBURG","95448","
,  95448
(38.61064, -122.86883)","1"
"LIBMAN","DOG","POODLE MIN","WHITE","Neutered","SMALL","2014-03-16T00:00:00.000","K15-015992","DA44","A327022","2015-09-16T00:00:00.000","2015-10-01T00:00:00.000","15","STRAY","PRIV_SHELT","ADOPTION","FINDER","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"HD","DOG","POODLE TOY","BLACK","Neutered","TOY","2013-05-01T00:00:00.000","K20-035119","DS92","A305944","2020-01-20T00:00:00.000","2020-01-21T00:00:00.000","1","CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_ARREST","UNKNOWN","PENDING","SANTA ROSA","COUNTY","95465","
,  95465
(38.4071, -122.94753)","1"
"OGGY","DOG","LABRADOR RETR/MIX","BROWN/WHITE","Neutered","LARGE","2011-03-29T00:00:00.000","K20-036073","DS83","A334952","2020-06-26T00:00:00.000","2020-06-26T00:00:00.000","0","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_CALL","UNKNOWN","PENDING","COUNTY","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"*LUPO","DOG","SIBERIAN HUSKY","WHITE/GRAY","Neutered","LARGE","2020-06-25T00:00:00.000","K21-038646","DA39","A405089","2021-06-01T00:00:00.000","2022-05-27T00:00:00.000","360","STRAY","FIELD","ADOPTION","VOLUNTEER","HEALTHY","HEALTHY","COUNTY","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
"EMMA","DOG","CHIHUAHUA SH","TAN","Spayed","SMALL","2014-03-24T00:00:00.000","K14-010701","DA18","A311385","2014-09-09T00:00:00.000","2014-09-26T00:00:00.000","17","STRAY","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","*WINDSOR","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
,"OTHER","GOAT/PYGMY","WHITE/BLACK","Male","MED",,"K15-015724","YARD","A326496","2015-08-31T00:00:00.000","2015-09-01T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","FLD_PRVS","HEALTHY","HEALTHY","COUNTY",,,,"1"
,"OTHER","GUINEA PIG","BROWN/WHITE","Unknown","SMALL",,"K20-037587","CA01","A401886","2020-12-26T00:00:00.000","2021-03-05T00:00:00.000","69","STRAY","PHONE","TRANSFER","HSSC","UNKNOWN","HEALTHY","SANTA ROSA","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"BUDDY","DOG","LABRADOR RETR/MIX","BLACK","Neutered","LARGE","2009-05-23T00:00:00.000","K15-013361","DQ112","A268614","2015-03-28T00:00:00.000","2015-04-07T00:00:00.000","10","QUARANTINE","FIELD_RETURN TO OWNER","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY","95446","
,  95446
(38.50204, -122.99739)","1"
,"CAT","DOMESTIC SH","WHITE/BRN TABBY","Female","SMALL",,"K16-021082","SMM","A343277","2016-10-07T00:00:00.000","2016-10-15T00:00:00.000","8","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"*CHARLIE","CAT","DOMESTIC SH","BLACK","Neutered","KITTN","2015-06-16T00:00:00.000","K15-016011","TX","A327052","2015-09-16T00:00:00.000","2015-09-23T00:00:00.000","7","STRAY","COMM CAT","EUTHANIZE","FELV/FIV","HEALTHY","UNTREATABLE","COUNTY",,,,"1"
"MICHIO","DOG","SHIBA INU","RED","Male","MED","2008-02-06T00:00:00.000","K21-037846","DS89","A402378","2021-02-06T00:00:00.000","2021-02-07T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER",,"UNKNOWN","TREATABLE/MANAGEABLE","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"CHUCHE","DOG","SIBERIAN HUSKY","GRAY/WHITE","Neutered","MED",,"K14-012046","DS83","A314834","2014-12-11T00:00:00.000","2014-12-11T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_NOTICE","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95403","
,  95403
(38.51311, -122.75502)","1"
"*ROBERTS","DOG","CHIHUAHUA SH","BLACK","Neutered","SMALL","2018-04-16T00:00:00.000","K19-033961","DS58","A391947","2019-10-01T00:00:00.000","2019-10-26T00:00:00.000","25","STRAY","OVER THE COUNTER","TRANSFER","HSSC","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"ARROW","CAT","BENGAL","UNKNOWN","Neutered","SMALL",,"K18-029643","CS05","A367266","2018-08-29T00:00:00.000","2018-08-29T00:00:00.000","0","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_CALL","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Unknown","KITTN","2019-06-03T00:00:00.000","K19-032642","TRUCK","A388760","2019-06-18T00:00:00.000","2019-06-18T00:00:00.000","0","STRAY","VET_HOSP","TRANSFER","HSSC","UNKNOWN",,"SANTA ROSA","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
,"CAT","DOMESTIC SH","BRN TABBY","Neutered","SMALL","2017-04-11T00:00:00.000","K19-031868","CS06","A385988","2019-04-04T00:00:00.000","2019-04-16T00:00:00.000","12","STRAY","COMM CAT","TRANSFER","FORGOTTEN","UNKNOWN","PENDING","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"*SASHA","CAT","SIAMESE/MIX","SEAL PT","Spayed","SMALL","2012-04-06T00:00:00.000","K16-018352","CS04","A335235","2016-04-06T00:00:00.000","2016-04-20T00:00:00.000","14","STRAY","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"LOU","DOG","PIT BULL","BR BRINDLE","Male","MED","2015-12-03T00:00:00.000","K17-023756","DS50","A353511","2017-06-02T00:00:00.000","2017-06-03T00:00:00.000","1","CONFISCATE","FLD_CRUEL","RETURN TO OWNER","FLD_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
,"OTHER","BAT","BROWN","Unknown","SMALL",,"K21-038318","PHLAB","A403870","2021-04-20T00:00:00.000","2021-04-21T00:00:00.000","1","QUARANTINE","FIELD","DISPOSAL","FRA","UNKNOWN","DEAD","COUNTY","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"GOOCH","CAT","DOMESTIC LH","BRN TABBY","Spayed","SMALL","2005-12-12T00:00:00.000","K19-034756","SMM","A394235","2019-12-05T00:00:00.000","2019-12-13T00:00:00.000","8","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"CHEWY","CAT","DOMESTIC LH","ORG TABBY","Neutered","SMALL","2008-01-18T00:00:00.000","K17-022275","CA02","A347261","2017-01-18T00:00:00.000","2017-02-14T00:00:00.000","27","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"CHIA","DOG","CHIHUAHUA LH/POMERANIAN","BROWN/BLACK","Spayed","SMALL","2013-10-08T00:00:00.000","K14-011075","DA07","A312378","2014-10-02T00:00:00.000","2014-10-10T00:00:00.000","8","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"BISQUET","DOG","BICHON FRISE/MIX","WHITE","Male","SMALL","2003-02-28T00:00:00.000","K17-022641","DS56","A348982","2017-02-27T00:00:00.000","2017-02-28T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","TREATABLE/MANAGEABLE","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"*ROO","CAT","DOMESTIC SH","BLACK/WHITE","Spayed","KITTN","2022-04-15T00:00:00.000","K22-041536","WESTFARM","A411759","2022-06-04T00:00:00.000","2022-07-14T00:00:00.000","40","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WESTFARM","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
,"CAT","DOMESTIC SH","BLACK","Female","SMALL",,"K20-036566","TRUCK","A400124","2020-08-26T00:00:00.000","2020-08-26T00:00:00.000","0","STRAY","FIELD","DISPOSAL","DOA","UNKNOWN","DEAD","SANTA ROSA",,,,"1"
,"CAT","DOMESTIC SH","BLACK","Unknown","KITTN","2019-09-28T00:00:00.000","K19-033919","RECEIVING","A391900","2019-09-30T00:00:00.000","2019-09-30T00:00:00.000","0","STRAY","OVER THE COUNTER","TRANSFER","HSSC","UNKNOWN","TREATABLE/REHAB","SANTA ROSA","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
,"DOG","CHIHUAHUA SH/MIX","TAN","Neutered","SMALL",,"K14-008118","TX","A304177","2014-03-19T00:00:00.000","2014-03-23T00:00:00.000","4","STRAY","FIELD","DIED","IN KENNEL","UNTREATABLE","DEAD","COUNTY",,,,"1"
"MOLLY","DOG","BORDER COLLIE","BLACK/WHITE","Female","MED","2012-08-05T00:00:00.000","K14-010125","TRUCK","A309784","2014-08-05T00:00:00.000","2014-08-05T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"KAY KAY","CAT","DOMESTIC SH","TORTIE","Spayed","SMALL","2017-10-03T00:00:00.000","K18-029377","CA02","A375207","2018-08-07T00:00:00.000","2018-10-23T00:00:00.000","77","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","COUNTY","COUNTY","95403","
,  95403
(38.51311, -122.75502)","1"
"COOTER","DOG","ROTTWEILER/MIX","TAN","Neutered","LARGE","2016-05-31T00:00:00.000","K17-023695","DA33","A353417","2017-05-31T00:00:00.000","2017-06-17T00:00:00.000","17","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"ANNIE","CAT","DOMESTIC SH","BLACK/WHITE","Spayed","SMALL","2012-04-25T00:00:00.000","K18-028006","CS05","A371204","2018-04-25T00:00:00.000","2018-05-02T00:00:00.000","7","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","BEH SEVERE","UNTREATABLE","UNTREATABLE","*WINDSOR",,,,"1"
"BERRY","CAT","DOMESTIC SH","BLACK","Spayed","SMALL","2016-03-27T00:00:00.000","K16-021830","CA02","A345962","2016-12-08T00:00:00.000","2016-12-23T00:00:00.000","15","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95409","
,  95409
(38.46417, -122.67071)","1"
"COMELIA","DOG","GERM SHEPHERD","BLACK/TAN","Female","LARGE","2014-04-01T00:00:00.000","K15-016265","DS78","A324859","2015-10-05T00:00:00.000","2015-10-20T00:00:00.000","15","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","HEALTHY","UNTREATABLE","COUNTY","COUNTY","95492","
,  95492
(38.54938, -122.81321)","1"
,"OTHER","RABBIT SH","WHITE","Unknown","SMALL",,"K18-027091","CS06","A367718","2018-01-25T00:00:00.000","2018-02-02T00:00:00.000","8","STRAY","OVER THE COUNTER","TRANSFER","RP SHELTER","HEALTHY","HEALTHY","*WINDSOR","*ROHNERT PARK","94928","
,  94928
(38.34246, -122.71181)","1"
"GUAPO","DOG","CHIHUAHUA SH","TAN/WHITE","Male","TOY","2009-08-25T00:00:00.000","K21-039428","DS55","A255870","2021-08-24T00:00:00.000","2021-08-27T00:00:00.000","3","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"INSPECTOR CLOUSEAU","CAT","DOMESTIC SH","BLACK","Neutered","KITTN","2017-08-18T00:00:00.000","K17-025914","LOBBY","A362716","2017-10-18T00:00:00.000","2017-11-11T00:00:00.000","24","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","SANTA ROSA","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"*MANDY","DOG","PIT BULL/MIX","BR BRINDLE/WHITE","Spayed","MED","2013-11-25T00:00:00.000","K14-010300","DA42","A310195","2014-08-15T00:00:00.000","2014-09-10T00:00:00.000","26","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"CHANCE","DOG","FRENCH BULLDOG","BR BRINDLE/WHITE","Neutered","MED","2012-03-21T00:00:00.000","K14-008144","DS68","A304276","2014-03-21T00:00:00.000","2014-03-21T00:00:00.000","0","TRANSFER","VET_HOSP","RETURN TO OWNER","RETURN TO OWNER","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"*ZOEY","DOG","CHIHUAHUA SH","TAN/BLACK","Spayed","TOY","2007-04-01T00:00:00.000","K14-008247","DA06","A304870","2014-04-01T00:00:00.000","2014-04-25T00:00:00.000","24","TRANSFER","PRIV_SHELT","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
,"CAT","DOMESTIC MH","GRAY TABBY","Neutered","SMALL",,"K15-013526","CS06","A319997","2015-04-10T00:00:00.000","2015-04-14T00:00:00.000","4","STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","HEALTHY","HEALTHY","COUNTY","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
,"OTHER","RAT","GRAY","Unknown","SMALL",,"K17-023799","RECEIVING","A353574","2017-06-06T00:00:00.000","2017-06-06T00:00:00.000","0","STRAY","OVER THE COUNTER","EUTHANIZE","INJ SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"HEIDI","DOG","CHOW CHOW/MIX","BLACK","Female","MED","2013-05-02T00:00:00.000","K22-041210","DS81","A411264","2022-04-27T00:00:00.000",,"0","CONFISCATE","FLD_CRUEL",,,"UNKNOWN",,"COUNTY","COUNTY","95450","
,  95450
(38.44974, -123.11524)","1"
"SHUGGIE","DOG","AMERICAN STAFF/CHIHUAHUA SH","BROWN/WHITE","Spayed","SMALL","2012-02-07T00:00:00.000","K17-022468","DA10","A348028","2017-02-07T00:00:00.000","2017-03-08T00:00:00.000","29","STRAY","OVER THE COUNTER","TRANSFER","HSSC","HEALTHY","HEALTHY","COUNTY","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"RIOKU","CAT","DOMESTIC SH","ORG TABBY","Neutered","KITTN","2018-01-16T00:00:00.000","K18-028271","CA02","A372599","2018-05-16T00:00:00.000","2018-05-19T00:00:00.000","3","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"FARLEY","DOG","DACHSHUND/PARSON RUSS TER","RED/WHITE","Neutered","SMALL","2012-02-08T00:00:00.000","K18-027211","DA02","A367998","2018-02-08T00:00:00.000","2018-04-25T00:00:00.000","76","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","*WINDSOR","SANTA ROSA","95409","
,  95409
(38.46417, -122.67071)","1"
"*SHORT STACK","DOG","PIT BULL","BLUE CREAM","Female","LARGE",,"K18-030655","DS60","A380257","2018-11-17T00:00:00.000","2018-12-05T00:00:00.000","18","STRAY","OVER THE COUNTER","TRANSFER","HSSC","UNKNOWN","TREATABLE/MANAGEABLE","COUNTY","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"KIZZY","CAT","DOMESTIC MH","BRN TABBY","Spayed","SMALL","2012-03-17T00:00:00.000","K16-018052","CS04","A334026","2016-03-11T00:00:00.000","2016-03-22T00:00:00.000","11","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
,"CAT","DOMESTIC LH","BLACK/WHITE","Male","KITTN","2019-08-21T00:00:00.000","K19-033802","CA03","A391634","2019-09-21T00:00:00.000","2019-09-25T00:00:00.000","4","STRAY","COMM CAT","TRANSFER",,"UNKNOWN",,"COUNTY","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"KUSH","DOG","PIT BULL/CHINESE SHARPEI","GRAY","Male","LARGE",,"K19-031377","DQ112","A384221","2019-02-06T00:00:00.000","2019-02-06T00:00:00.000","0","CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_ARREST","UNKNOWN","PENDING","COUNTY","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"PETER","DOG","DOBERMAN PINSCH/MIX","BROWN/BLACK","Neutered","LARGE","2015-09-01T00:00:00.000","K18-029538","DS79","A375473","2018-08-20T00:00:00.000","2018-09-18T00:00:00.000","29","STRAY","FIELD","ADOPTION","FINDER","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
,"OTHER","RABBIT SH","WHITE","Male","SMALL","2017-02-14T00:00:00.000","K18-027284","CS06","A368125","2018-02-14T00:00:00.000","2018-02-24T00:00:00.000","10","STRAY","FIELD","TRANSFER","RP SHELTER","UNKNOWN","HEALTHY","SANTA ROSA","*ROHNERT PARK","94928","
,  94928
(38.34246, -122.71181)","1"
"LUKE","DOG","TR WALKER HOUND","TRICOLOR","Neutered","LARGE","2016-07-20T00:00:00.000","K18-027290","DA05","A346301","2018-02-14T00:00:00.000","2018-03-28T00:00:00.000","42","STRAY","OVER THE COUNTER","ADOPTION","SCAS WEB","UNKNOWN","HEALTHY","COUNTY","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Male","KITTN",,"K22-042403","CA03","A413083","2022-08-31T00:00:00.000","2022-09-15T00:00:00.000","15","STRAY","OVER THE COUNTER","TRANSFER","HSSC","UNKNOWN","HEALTHY","SANTA ROSA","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"*OSCAR","DOG","CHIHUAHUA SH","TAN","Neutered","SMALL","2015-11-14T00:00:00.000","K17-025856","DA03","A362643","2017-10-16T00:00:00.000","2017-11-17T00:00:00.000","32","STRAY","OVER THE COUNTER","ADOPTION","SCAS WEB","UNKNOWN","HEALTHY","SANTA ROSA","COUNTY","94954","
,  94954
(38.245316, -122.59871)","1"
,"CAT","DOMESTIC LH","WHITE/GRAY","Spayed","SMALL",,"K18-028925","CS06","A374445","2018-07-05T00:00:00.000","2018-07-19T00:00:00.000","14","STRAY","OVER THE COUNTER","RETURN TO OWNER","COMMCAT","UNKNOWN","HEALTHY","COUNTY","COUNTY","95401","
,  95401
(38.446019, -122.766748)","1"
"LUNA","DOG","DOBERMAN PINSCH/MIX","BLACK/TAN","Spayed","PUPPY","2015-01-08T00:00:00.000","K15-013660","DA43","A321020","2015-04-23T00:00:00.000","2015-05-05T00:00:00.000","12","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY","95403","
,  95403
(38.51311, -122.75502)","1"
"*SPARTACUS","DOG","ANATOL SHEPHERD/MIX","TAN/BROWN","Male","X-LRG","2019-08-14T00:00:00.000","K20-036314","DS79","A399237","2020-07-28T00:00:00.000","2020-08-19T00:00:00.000","22","STRAY","FIELD","TRANSFER","NBAS","HEALTHY","HEALTHY","COUNTY","*PETALUMA","94952","
,  94952
(38.23262, -122.64426)","1"
"*D'ARTAGNAN","CAT","MANX","BRN TABBY/WHITE","Neutered","SMALL","2016-04-18T00:00:00.000","K18-028100","CA02","A370598","2018-05-02T00:00:00.000","2018-06-05T00:00:00.000","34","ADOPTION RETURN","OVER THE COUNTER","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"*MAYA","CAT","DOMESTIC SH","TORTIE","Spayed","KITTN","2014-06-20T00:00:00.000","K14-010203","LOBBY","A310000","2014-08-09T00:00:00.000","2014-11-12T00:00:00.000","95","STRAY","OVER THE COUNTER","ADOPTION","INTERNET","TREATABLE/REHAB","HEALTHY","COUNTY","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Female","KITTN",,"K22-042940","CA03","A413864","2022-10-25T00:00:00.000","2022-11-07T00:00:00.000","13","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"MOOSE","DOG","ENG POINTER","LIVER/WHITE","Neutered","LARGE","2010-05-19T00:00:00.000","K15-014035","DS77","A268863","2015-05-19T00:00:00.000","2015-05-19T00:00:00.000","0","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_MCHIP","HEALTHY","HEALTHY","COUNTY","COUNTY","95401","
,  95401
(38.446019, -122.766748)","1"
"ESPONGA","DOG","POODLE MIN/MIX","WHITE","Female","SMALL","2009-08-16T00:00:00.000","K14-010320","DQ114","A310238","2014-08-16T00:00:00.000","2014-09-03T00:00:00.000","18","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","HEALTHY","UNTREATABLE","SANTA ROSA",,,,"1"
"*SPARKY","CAT","DOMESTIC SH","BRN TABBY","Neutered","KITTN","2015-03-07T00:00:00.000","K15-013480","LOBBY","A319890","2015-04-07T00:00:00.000","2015-05-12T00:00:00.000","35","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","*SEBASTOPOL","95472","
,  95472
(38.40179, -122.82512)","1"
,"CAT","DOMESTIC SH","GRAY/WHITE","Unknown","KITTN","2022-07-19T00:00:00.000","K22-042444","CS06","A413138","2022-09-03T00:00:00.000","2022-09-06T00:00:00.000","3","STRAY","OVER THE COUNTER","TRANSFER","FORGOTTEN","TREATABLE/REHAB","HEALTHY","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"LILLY","DOG","AMER BULLDOG","WHITE/TAN","Female","X-LRG","2017-09-30T00:00:00.000","K21-039774","TRUCK","A406979","2021-09-30T00:00:00.000","2021-09-30T00:00:00.000","0","CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_ARREST","UNKNOWN","HEALTHY","SANTA ROSA","COUNTY","95436","
,  95436
(38.47569, -122.89487)","1"
"FOXY","DOG","POMERANIAN","TAN","Spayed","SMALL","2010-06-30T00:00:00.000","K21-039466","DS85","A376342","2021-08-28T00:00:00.000","2021-08-31T00:00:00.000","3","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY",,,"1"
"KONA","DOG","POODLE MIN","WHITE","Unknown","SMALL",,"K18-029197","TRUCK","A374903","2018-07-23T00:00:00.000","2018-07-23T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
,"CAT","DOMESTIC MH","BRN TABBY/WHITE","Female","KITTN","2022-08-27T00:00:00.000","K22-042619","CI01","A413398","2022-09-27T00:00:00.000",,"0","STRAY","PHONE",,,"UNKNOWN",,"SANTA ROSA",,,,"1"
,"CAT","DOMESTIC SH","GRAY","Female","SMALL","2001-09-17T00:00:00.000","K15-015908","SMM","A326883","2015-09-10T00:00:00.000","2015-09-18T00:00:00.000","8","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","*WINDSOR",,,,"1"
"GRIZZLY","DOG","POODLE MIN/MIX","BLACK","Male","SMALL","2014-09-18T00:00:00.000","K18-029908","TRUCK","A376175","2018-09-18T00:00:00.000","2018-09-18T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_IDTAG","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95409","
,  95409
(38.46417, -122.67071)","1"
"RAMA","DOG","AUST KELPIE/MIX","BROWN","Neutered","MED",,"K17-023983","DS83","A354105","2017-06-17T00:00:00.000","2017-06-20T00:00:00.000","3","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_MCHIP","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY","94102","
,  94102
(37.779168, -122.419625)","1"
,"CAT","DOMESTIC SH","BRN TABBY/TORTIE","Spayed","SMALL",,"K16-020082","CS06","A340320","2016-08-02T00:00:00.000","2016-08-12T00:00:00.000","10","STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","HEALTHY","TREATABLE/MANAGEABLE","COUNTY","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
"*CANDACE","DOG","REDBONE HOUND/MIX","BR BRINDLE","Spayed","PUPPY","2014-09-14T00:00:00.000","K15-013153","DA42","A317951","2015-03-14T00:00:00.000","2015-03-28T00:00:00.000","14","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","*WINDSOR","*PETALUMA","94954","
,  94954
(38.245316, -122.59871)","1"
